Party Name,Number of Diamonds,First Color of Diamond,Second Color of Diamond,Third Color of Diamond,Shape,Quantity,Date,Choice,Type
RakeshBhai,8,Blue,White,Purple,Star,14,2024-08-10,no,plain
RakeshBhai,3,White,Green,White,Flower,18,2023-06-09,yes,plain
MRP MukeshBhai,6,Blue,Green,Blue,Flower,22,2023-09-11,yes,plain
VirajBhai,4,Green,Pink,Green,Heart,22,2023-04-22,yes,micro
MRP MukeshBhai,2,Purple,Pink,Green,Marquise,22,2024-05-30,yes,plain
SanjayBhai,6,Purple,White,Ruby,Hexagon,6,2023-06-02,yes,plain
SanjayBhai,4,Purple,Blue,Blue,Flower,6,2023-12-14,yes,plain
AshishBhai,2,Ruby,Ruby,Green,Club,22,2025-02-07,yes,plain
Aditi Ornaments,4,Pink,White,White,Star,6,2023-03-23,yes,micro
RakeshBhai,3,White,White,Pink,Diamond,22,2024-11-23,yes,plain
AshishBhai,1,Green,White,Green,Oval,26,2023-09-04,yes,micro
AshishBhai,3,Ruby,Purple,Purple,Oval,2,2024-04-08,yes,micro
Shiv VipulBhai,4,White,Pink,Green,Club,14,2023-09-22,no,micro
SanjayBhai,5,Green,Purple,Blue,Square,10,2024-03-29,no,plain
VirajBhai,3,Purple,White,White,Marquise,22,2023-08-12,yes,micro
VirajBhai,5,Blue,Blue,Ruby,Star,26,2023-09-09,no,micro
Shiv VipulBhai,3,Green,Green,Pink,Heart,14,2024-07-07,yes,micro
RakeshBhai,4,Purple,Ruby,Ruby,Square,14,2024-09-08,no,micro
RakeshBhai,1,Purple,Pink,Pink,Oval,14,2024-09-04,yes,plain
MRP MukeshBhai,8,Blue,Ruby,Purple,Flower,18,2024-02-16,yes,plain
Aditi Ornaments,6,Green,Purple,Blue,Hexagon,22,2023-05-29,yes,micro
MRP MukeshBhai,8,Ruby,Green,Purple,Star,18,2024-09-13,yes,micro
Shiv VipulBhai,6,White,Pink,Pink,Club,10,2024-07-21,no,plain
AshishBhai,3,Blue,Purple,Pink,Oval,26,2023-04-28,yes,micro
Shiv VipulBhai,3,Purple,Purple,Green,Square,6,2024-11-23,yes,plain
MRP MukeshBhai,6,Green,Purple,White,Square,26,2024-08-18,yes,plain
Aditi Ornaments,4,Ruby,Blue,Green,Square,18,2024-09-21,yes,plain
RakeshBhai,1,Blue,Purple,White,Round,10,2023-07-09,no,micro
VirajBhai,6,Pink,White,Ruby,Square,26,2023-08-03,yes,micro
Aditi Ornaments,1,Blue,Ruby,Pink,Marquise,18,2024-11-13,yes,plain
SanjayBhai,4,Green,Ruby,White,Diamond,6,2023-05-19,yes,plain
Shiv VipulBhai,2,Ruby,Pink,Green,Square,14,2024-08-08,no,plain
VirajBhai,5,Pink,Green,Pink,Diamond,26,2024-09-17,yes,plain
Shiv VipulBhai,3,Pink,Green,Purple,Marquise,2,2024-10-08,yes,micro
VirajBhai,6,Blue,Blue,Blue,Square,18,2023-05-21,yes,plain
RakeshBhai,4,Pink,White,Green,Diamond,26,2025-02-14,yes,plain
AshishBhai,1,Blue,Green,Purple,Oval,14,2023-04-29,yes,plain
AshishBhai,4,White,Blue,Pink,Heart,22,2023-06-07,yes,plain
RakeshBhai,1,White,Purple,White,Oval,14,2024-09-23,yes,plain
Shiv VipulBhai,2,Purple,Pink,Purple,Heart,22,2024-03-08,yes,micro
RakeshBhai,1,White,Blue,Green,Round,22,2023-10-05,yes,plain
SanjayBhai,6,Purple,Pink,Ruby,Flower,14,2025-01-08,no,plain
VirajBhai,6,Blue,Ruby,Purple,Flower,10,2023-08-02,yes,micro
RakeshBhai,3,Green,White,Pink,Round,10,2025-02-04,yes,micro
RakeshBhai,4,Green,Ruby,Purple,Club,6,2023-12-15,yes,plain
MRP MukeshBhai,3,Green,Pink,Ruby,Star,18,2024-02-01,no,micro
AshishBhai,4,Ruby,Purple,Blue,Heart,22,2024-03-06,yes,micro
SanjayBhai,4,Blue,Purple,White,Club,2,2024-05-20,yes,micro
VirajBhai,4,Green,Ruby,Pink,Heart,22,2024-05-12,yes,micro
Aditi Ornaments,2,Green,Pink,Green,Oval,6,2024-04-16,yes,micro
RakeshBhai,6,Ruby,Green,Pink,Flower,14,2023-06-19,no,micro
MRP MukeshBhai,3,Ruby,Blue,Green,Square,22,2023-05-05,yes,micro
RakeshBhai,4,Purple,Ruby,Purple,Diamond,2,2023-08-26,yes,micro
AshishBhai,2,Ruby,Blue,Purple,Heart,22,2023-10-14,yes,plain
Aditi Ornaments,3,Green,Purple,Green,Heart,14,2024-09-04,yes,micro
RakeshBhai,6,Blue,Blue,Ruby,Club,26,2023-10-03,yes,micro
VirajBhai,6,Purple,Blue,Purple,Diamond,22,2024-11-14,yes,micro
Shiv VipulBhai,3,Purple,Purple,Pink,Club,14,2023-05-27,yes,micro
Aditi Ornaments,4,Blue,Green,White,Heart,22,2025-01-07,yes,plain
VirajBhai,2,Ruby,Pink,Green,Square,6,2025-01-17,yes,plain
MRP MukeshBhai,2,Green,Pink,White,Diamond,26,2024-03-15,yes,micro
SanjayBhai,3,Blue,White,White,Oval,14,2023-06-08,yes,micro
SanjayBhai,1,Blue,Pink,White,Round,26,2023-03-17,yes,micro
SanjayBhai,5,Pink,Purple,White,Heart,18,2023-07-28,yes,micro
AshishBhai,1,Purple,Pink,Blue,Oval,18,2024-04-04,yes,plain
RakeshBhai,4,Blue,Ruby,Purple,Star,10,2024-11-23,yes,micro
RakeshBhai,2,White,Pink,White,Heart,18,2025-03-13,yes,micro
RakeshBhai,6,Ruby,Ruby,Ruby,Club,10,2024-07-31,no,plain
SanjayBhai,1,White,Green,Green,Round,22,2023-11-30,yes,plain
AshishBhai,4,Purple,White,Blue,Square,2,2024-02-25,no,plain
AshishBhai,6,Green,Blue,Green,Club,6,2024-05-12,yes,plain
SanjayBhai,1,White,Pink,Ruby,Marquise,22,2024-09-02,yes,micro
RakeshBhai,6,Blue,Purple,Pink,Square,18,2023-07-12,no,plain
RakeshBhai,5,Ruby,Ruby,Blue,Diamond,10,2024-09-09,yes,plain
VirajBhai,7,Pink,White,Blue,Hexagon,14,2023-04-20,yes,micro
VirajBhai,2,Green,Purple,White,Club,2,2024-03-23,yes,micro
Shiv VipulBhai,3,White,Pink,Pink,Flower,22,2025-01-18,yes,plain
MRP MukeshBhai,4,Ruby,Pink,Ruby,Star,10,2025-01-24,yes,micro
RakeshBhai,1,Blue,Blue,Blue,Marquise,14,2023-12-02,no,micro
SanjayBhai,1,Ruby,Green,Pink,Oval,2,2024-04-27,yes,micro
RakeshBhai,6,Green,Green,Purple,Flower,6,2023-12-31,yes,micro
VirajBhai,7,White,Ruby,Purple,Hexagon,2,2023-08-02,yes,micro
RakeshBhai,7,White,Green,Ruby,Star,10,2024-12-24,yes,plain
Aditi Ornaments,5,Blue,White,White,Club,14,2024-08-02,yes,micro
RakeshBhai,3,White,Green,Green,Star,6,2023-07-30,no,micro
VirajBhai,7,Pink,Green,Purple,Hexagon,6,2025-01-24,no,micro
VirajBhai,1,Blue,Purple,White,Oval,10,2024-10-06,yes,micro
RakeshBhai,1,Green,Ruby,Blue,Oval,6,2023-10-14,yes,plain
RakeshBhai,5,White,Pink,Pink,Heart,18,2023-05-08,yes,micro
AshishBhai,3,Pink,Ruby,White,Square,14,2024-10-16,no,micro
RakeshBhai,1,Purple,Purple,Ruby,Oval,10,2024-02-06,yes,micro
AshishBhai,6,White,Blue,Blue,Flower,14,2024-08-20,no,micro
Shiv VipulBhai,3,Ruby,Green,White,Club,26,2024-05-19,yes,micro
SanjayBhai,2,Pink,Green,White,Round,22,2024-02-25,no,micro
VirajBhai,2,Ruby,White,Green,Heart,6,2024-03-27,no,micro
VirajBhai,4,Blue,Blue,Blue,Club,14,2024-10-10,yes,plain
AshishBhai,2,Green,Blue,Ruby,Marquise,26,2023-10-11,yes,micro
RakeshBhai,5,Ruby,Pink,Ruby,Diamond,14,2024-08-02,no,plain
AshishBhai,5,Pink,Purple,Green,Hexagon,14,2024-08-12,yes,micro
MRP MukeshBhai,6,Purple,Pink,Pink,Star,22,2024-01-02,yes,plain
VirajBhai,2,Blue,Purple,Purple,Round,22,2025-03-14,yes,micro
VirajBhai,5,White,Pink,White,Hexagon,26,2024-01-25,yes,micro
SanjayBhai,5,Blue,Ruby,Blue,Star,10,2023-11-09,yes,micro
VirajBhai,5,Green,Ruby,Purple,Square,18,2023-10-22,yes,micro
AshishBhai,5,Purple,Pink,Ruby,Diamond,22,2024-08-18,yes,plain
RakeshBhai,1,White,Pink,White,Marquise,6,2024-03-27,yes,plain
RakeshBhai,6,Purple,Green,Purple,Club,14,2024-03-05,yes,plain
Aditi Ornaments,5,Green,Ruby,Blue,Square,26,2023-11-06,yes,plain
Aditi Ornaments,2,White,Purple,White,Diamond,18,2024-09-04,yes,micro
SanjayBhai,2,Ruby,White,Ruby,Round,26,2023-09-04,yes,plain
RakeshBhai,3,Purple,Pink,White,Club,22,2024-11-18,yes,micro
Shiv VipulBhai,3,White,Green,Ruby,Marquise,2,2023-03-19,yes,plain
MRP MukeshBhai,3,White,Green,Ruby,Heart,2,2023-07-22,yes,plain
AshishBhai,6,Purple,Pink,Ruby,Heart,10,2024-01-14,yes,micro
AshishBhai,3,White,Green,Pink,Star,22,2025-01-21,yes,micro
Aditi Ornaments,4,Ruby,Purple,White,Square,2,2024-02-21,yes,micro
Aditi Ornaments,2,Blue,Ruby,Purple,Marquise,6,2023-09-07,yes,plain
VirajBhai,5,Purple,Blue,Ruby,Club,2,2024-01-22,yes,micro
RakeshBhai,5,Pink,Purple,Pink,Heart,22,2024-03-11,yes,plain
VirajBhai,3,Blue,Pink,Purple,Square,14,2025-02-03,yes,plain
Shiv VipulBhai,5,White,White,Purple,Star,22,2023-11-15,yes,micro
MRP MukeshBhai,3,Pink,Ruby,Green,Star,26,2024-06-11,yes,micro
VirajBhai,4,Purple,White,Blue,Heart,14,2023-12-20,yes,micro
VirajBhai,5,Pink,Pink,Purple,Star,14,2023-04-02,yes,plain
AshishBhai,5,White,Purple,Green,Square,22,2023-09-25,yes,plain
Aditi Ornaments,1,Blue,Ruby,Blue,Oval,22,2025-02-03,yes,plain
Aditi Ornaments,6,White,Blue,Pink,Flower,18,2023-05-24,yes,micro
RakeshBhai,8,Green,White,Pink,Flower,26,2024-01-21,yes,micro
SanjayBhai,3,Purple,Ruby,White,Oval,2,2025-02-05,yes,micro
Aditi Ornaments,1,White,Purple,White,Marquise,26,2024-01-17,yes,micro
RakeshBhai,2,White,Blue,Ruby,Round,6,2023-04-08,no,micro
MRP MukeshBhai,3,Green,Purple,Pink,Hexagon,22,2024-01-26,yes,plain
Shiv VipulBhai,2,Purple,Blue,Pink,Marquise,2,2024-04-23,yes,micro
MRP MukeshBhai,5,Blue,White,Pink,Star,22,2023-04-20,yes,micro
RakeshBhai,2,Pink,Pink,Purple,Diamond,14,2024-07-26,yes,micro
RakeshBhai,3,Ruby,Pink,Purple,Diamond,10,2023-11-30,yes,plain
VirajBhai,8,Ruby,Blue,Green,Hexagon,22,2024-06-22,yes,plain
AshishBhai,2,White,White,Green,Square,18,2024-11-06,yes,plain
RakeshBhai,3,Blue,White,Purple,Marquise,6,2024-03-20,no,plain
MRP MukeshBhai,2,Blue,Blue,White,Square,10,2024-05-03,yes,plain
RakeshBhai,6,Green,White,Ruby,Diamond,2,2023-12-20,no,plain
MRP MukeshBhai,8,Green,Purple,Purple,Flower,18,2024-03-10,no,micro
VirajBhai,4,Ruby,Green,Ruby,Club,2,2023-09-04,yes,micro
MRP MukeshBhai,4,White,Purple,White,Club,22,2024-12-10,yes,plain
Aditi Ornaments,3,White,Green,Blue,Oval,2,2024-08-18,yes,micro
MRP MukeshBhai,2,Ruby,Pink,Ruby,Round,18,2024-06-17,yes,plain
RakeshBhai,7,Green,Green,Ruby,Flower,18,2023-12-29,yes,micro
SanjayBhai,3,Ruby,Blue,White,Oval,14,2024-06-18,yes,micro
AshishBhai,2,Green,Blue,Blue,Marquise,18,2024-10-22,yes,micro
MRP MukeshBhai,2,Ruby,White,Blue,Club,10,2024-07-25,yes,micro
RakeshBhai,2,Green,Green,Blue,Round,2,2024-11-25,yes,plain
Shiv VipulBhai,3,Pink,White,Green,Marquise,2,2024-07-23,yes,plain
Shiv VipulBhai,2,Blue,Green,White,Oval,26,2023-06-28,yes,micro
Aditi Ornaments,3,Green,White,Blue,Marquise,18,2025-03-02,yes,plain
SanjayBhai,3,Green,Ruby,White,Square,2,2024-06-14,yes,plain
SanjayBhai,1,Pink,Blue,Green,Round,10,2023-04-28,no,plain
SanjayBhai,3,Purple,Green,White,Round,18,2023-07-11,yes,plain
SanjayBhai,5,Pink,Purple,White,Flower,2,2024-04-19,yes,plain
SanjayBhai,2,Purple,Blue,Green,Club,22,2023-10-02,yes,plain
Shiv VipulBhai,8,Purple,White,White,Star,6,2024-05-06,yes,plain
Aditi Ornaments,3,Green,Pink,Ruby,Round,26,2025-01-18,yes,micro
VirajBhai,5,Green,Ruby,Ruby,Heart,26,2025-01-17,yes,micro
SanjayBhai,6,White,Blue,Green,Square,26,2024-11-12,yes,micro
MRP MukeshBhai,3,Ruby,Green,Pink,Hexagon,2,2024-01-09,yes,plain
MRP MukeshBhai,4,Green,Pink,Green,Square,10,2024-04-11,yes,plain
SanjayBhai,6,White,White,Green,Club,22,2024-11-24,yes,plain
Aditi Ornaments,5,Purple,Pink,Pink,Hexagon,10,2023-12-12,yes,plain
SanjayBhai,6,Ruby,Purple,Pink,Hexagon,18,2024-11-04,no,micro
Aditi Ornaments,8,Blue,Blue,Blue,Flower,14,2024-08-30,yes,micro
Aditi Ornaments,6,Blue,Pink,White,Square,6,2024-12-16,yes,plain
SanjayBhai,8,Green,Purple,Blue,Flower,26,2024-09-22,yes,plain
SanjayBhai,5,Purple,Pink,Ruby,Diamond,22,2023-08-18,yes,micro
RakeshBhai,6,Ruby,Purple,Pink,Heart,10,2024-03-30,yes,plain
SanjayBhai,3,Purple,White,White,Star,2,2024-07-01,yes,plain
SanjayBhai,7,Ruby,Ruby,Blue,Star,26,2023-09-18,yes,plain
SanjayBhai,4,Blue,Pink,Purple,Heart,22,2024-05-22,yes,plain
Aditi Ornaments,3,Green,Pink,Purple,Hexagon,22,2024-09-07,yes,micro
SanjayBhai,2,Pink,Blue,Purple,Diamond,6,2023-07-12,no,plain
VirajBhai,3,Purple,White,Ruby,Diamond,26,2024-12-05,yes,plain
Shiv VipulBhai,4,White,Ruby,Purple,Star,6,2023-11-11,yes,plain
RakeshBhai,2,White,Green,Green,Round,18,2024-05-31,yes,plain
Shiv VipulBhai,1,Pink,Green,Blue,Marquise,18,2023-03-28,yes,plain
RakeshBhai,2,White,Purple,Ruby,Round,22,2023-05-04,yes,micro
SanjayBhai,2,Blue,Blue,Green,Round,10,2024-09-19,yes,micro
VirajBhai,5,Blue,Purple,Ruby,Club,10,2025-03-14,yes,plain
AshishBhai,6,White,Green,Ruby,Square,18,2025-01-24,yes,plain
Shiv VipulBhai,8,Blue,Blue,Purple,Flower,6,2024-11-20,yes,plain
VirajBhai,5,Ruby,Pink,Ruby,Heart,10,2023-07-15,yes,plain
MRP MukeshBhai,3,Pink,Blue,Green,Round,14,2023-08-10,yes,plain
MRP MukeshBhai,4,Blue,White,Ruby,Heart,10,2024-08-05,yes,micro
Aditi Ornaments,4,Green,Purple,Blue,Flower,2,2023-10-11,yes,plain
Shiv VipulBhai,6,Purple,Green,Blue,Club,18,2024-02-22,yes,micro
AshishBhai,8,White,Ruby,Blue,Flower,6,2024-04-09,yes,micro
RakeshBhai,3,White,Blue,Purple,Flower,6,2023-12-23,yes,plain
RakeshBhai,1,Blue,Pink,Green,Round,18,2024-10-20,yes,micro
MRP MukeshBhai,5,Blue,Blue,Purple,Flower,10,2023-07-15,yes,micro
AshishBhai,3,Green,Green,Green,Marquise,22,2024-04-15,no,plain
Shiv VipulBhai,5,Purple,Purple,Green,Club,6,2023-11-02,yes,plain
Aditi Ornaments,3,Green,White,White,Club,18,2025-01-18,yes,plain
VirajBhai,8,Green,Green,Ruby,Flower,18,2024-08-31,yes,micro
Aditi Ornaments,6,Ruby,Purple,Pink,Heart,14,2025-03-01,yes,micro
AshishBhai,4,Blue,Ruby,Ruby,Heart,18,2024-01-16,yes,micro
VirajBhai,3,Purple,Pink,Purple,Club,14,2023-05-30,yes,plain
SanjayBhai,2,Green,Pink,Purple,Round,10,2023-06-13,no,micro
VirajBhai,2,Ruby,Ruby,Blue,Club,10,2023-12-15,no,plain
Aditi Ornaments,5,White,Ruby,Ruby,Flower,10,2024-12-14,yes,plain
SanjayBhai,6,Blue,Ruby,Purple,Hexagon,22,2024-07-27,yes,plain
MRP MukeshBhai,3,Blue,Purple,Blue,Heart,6,2023-04-29,no,plain
AshishBhai,5,Blue,Purple,Purple,Hexagon,22,2024-03-18,yes,micro
MRP MukeshBhai,2,Green,Purple,Green,Marquise,18,2023-04-24,yes,micro
SanjayBhai,5,Ruby,Ruby,Blue,Star,10,2024-06-20,yes,micro
Aditi Ornaments,1,Purple,Pink,Pink,Oval,2,2023-08-10,yes,micro
Aditi Ornaments,3,Ruby,White,Ruby,Flower,10,2025-01-13,yes,micro
Shiv VipulBhai,8,Blue,Ruby,Ruby,Flower,10,2023-11-23,yes,plain
Aditi Ornaments,4,Ruby,Purple,Blue,Hexagon,6,2024-06-25,yes,plain
Shiv VipulBhai,5,White,Green,Pink,Square,2,2024-04-13,yes,plain
SanjayBhai,3,Pink,Pink,Pink,Oval,26,2023-05-10,yes,micro
MRP MukeshBhai,2,Pink,White,Pink,Marquise,22,2023-10-17,yes,plain
MRP MukeshBhai,3,Ruby,Pink,White,Diamond,18,2024-08-28,yes,micro
Aditi Ornaments,3,Ruby,White,Purple,Hexagon,2,2023-10-09,yes,plain
RakeshBhai,2,White,Blue,Blue,Marquise,22,2024-08-18,no,micro
MRP MukeshBhai,1,White,White,White,Oval,6,2024-05-21,yes,plain
MRP MukeshBhai,4,Purple,Blue,Pink,Square,6,2024-04-25,no,micro
RakeshBhai,5,White,Green,White,Hexagon,2,2023-03-20,no,micro
SanjayBhai,3,Green,Blue,Pink,Marquise,18,2024-07-08,yes,micro
AshishBhai,4,Pink,Pink,White,Flower,14,2024-06-25,yes,micro
MRP MukeshBhai,4,Pink,Pink,Blue,Square,6,2024-05-10,yes,micro
MRP MukeshBhai,8,White,White,Green,Star,10,2024-10-17,yes,micro
Aditi Ornaments,5,Blue,White,Green,Flower,10,2023-07-27,yes,plain
Aditi Ornaments,6,Purple,Purple,Blue,Star,18,2024-12-05,yes,micro
AshishBhai,2,Pink,Pink,Green,Marquise,10,2025-02-04,yes,micro
VirajBhai,4,Ruby,Blue,Green,Heart,26,2023-08-18,yes,plain
VirajBhai,3,Blue,White,Ruby,Round,2,2024-12-29,yes,micro
SanjayBhai,2,White,Pink,Purple,Round,26,2024-11-10,yes,plain
AshishBhai,3,Ruby,Pink,Pink,Club,2,2024-09-19,yes,plain
Shiv VipulBhai,6,Blue,Ruby,Green,Square,22,2024-02-13,no,micro
MRP MukeshBhai,8,Green,Green,Green,Hexagon,18,2023-08-05,yes,plain
Shiv VipulBhai,2,Purple,Purple,Purple,Oval,2,2023-03-17,yes,plain
Shiv VipulBhai,6,Ruby,Blue,White,Square,6,2025-02-09,yes,micro
Aditi Ornaments,5,Purple,Pink,Blue,Square,26,2023-11-12,yes,micro
SanjayBhai,3,Purple,Blue,Green,Marquise,22,2023-05-25,yes,plain
AshishBhai,2,Purple,Pink,Green,Diamond,14,2024-04-07,yes,plain
Aditi Ornaments,2,Blue,Purple,Pink,Square,14,2023-06-14,yes,micro
SanjayBhai,5,Ruby,Blue,Ruby,Hexagon,6,2023-07-26,yes,micro
Aditi Ornaments,6,Blue,Pink,Green,Diamond,10,2023-07-16,yes,plain
SanjayBhai,4,Blue,Ruby,Purple,Heart,6,2024-08-20,yes,micro
Aditi Ornaments,4,White,Green,Blue,Flower,22,2024-04-05,yes,plain
SanjayBhai,4,Pink,Ruby,Ruby,Hexagon,22,2023-12-15,yes,micro
VirajBhai,4,Green,Purple,Blue,Square,14,2023-10-12,yes,micro
VirajBhai,4,Green,White,Blue,Hexagon,22,2023-06-25,yes,plain
MRP MukeshBhai,3,Blue,Green,Purple,Square,6,2023-06-12,yes,plain
Shiv VipulBhai,5,Ruby,White,Blue,Club,6,2024-03-22,yes,plain
AshishBhai,3,Blue,Pink,Purple,Diamond,6,2024-11-16,yes,plain
RakeshBhai,8,Pink,Purple,White,Star,10,2024-03-28,yes,micro
SanjayBhai,7,Purple,Blue,Pink,Hexagon,2,2023-05-23,yes,micro
Aditi Ornaments,4,Pink,Purple,Green,Square,18,2023-05-02,yes,micro
VirajBhai,1,Purple,Ruby,Green,Round,10,2024-04-27,no,micro
RakeshBhai,3,Pink,Pink,Ruby,Round,26,2025-01-25,yes,plain
SanjayBhai,6,Blue,White,Pink,Flower,26,2024-11-10,yes,micro
AshishBhai,7,White,Ruby,Blue,Hexagon,22,2024-06-30,yes,micro
SanjayBhai,3,Pink,Green,Pink,Oval,14,2023-11-11,no,micro
SanjayBhai,3,Pink,Green,Pink,Heart,14,2024-04-16,yes,plain
MRP MukeshBhai,7,Purple,Green,Purple,Hexagon,14,2023-11-12,yes,micro
Shiv VipulBhai,4,Pink,Green,Ruby,Hexagon,14,2023-08-09,no,micro
Aditi Ornaments,5,Blue,Ruby,Blue,Diamond,6,2024-07-17,yes,plain
RakeshBhai,4,Purple,Blue,Purple,Square,26,2025-02-14,yes,plain
SanjayBhai,3,White,White,Purple,Square,22,2024-06-20,yes,plain
AshishBhai,1,Pink,White,Pink,Oval,10,2024-05-18,yes,plain
Aditi Ornaments,6,White,Blue,Ruby,Club,2,2023-12-25,yes,micro
Shiv VipulBhai,3,Purple,Blue,Purple,Round,10,2024-11-22,yes,plain
RakeshBhai,2,Purple,Blue,White,Club,26,2024-11-23,yes,plain
SanjayBhai,2,Purple,Blue,White,Marquise,14,2024-01-03,yes,plain
SanjayBhai,3,Ruby,White,Blue,Club,22,2024-02-01,yes,micro
VirajBhai,6,Blue,Blue,Blue,Club,10,2024-12-04,yes,micro
RakeshBhai,7,White,Green,Green,Star,14,2024-03-09,yes,micro
Shiv VipulBhai,6,White,Pink,White,Club,10,2023-03-20,yes,plain
SanjayBhai,3,Ruby,Green,Ruby,Square,22,2023-07-17,yes,plain
RakeshBhai,6,Pink,Pink,Ruby,Hexagon,18,2024-07-23,yes,micro
SanjayBhai,1,Ruby,Pink,Pink,Oval,14,2023-03-15,no,plain
AshishBhai,8,Ruby,Ruby,Pink,Star,18,2023-11-21,yes,plain
Shiv VipulBhai,4,Purple,Purple,Pink,Square,6,2023-08-26,yes,micro
RakeshBhai,2,Purple,Ruby,Pink,Round,22,2023-07-31,yes,plain
MRP MukeshBhai,4,White,Blue,Ruby,Diamond,2,2024-10-13,no,plain
RakeshBhai,5,Pink,Pink,Purple,Hexagon,2,2024-04-24,no,micro
SanjayBhai,6,Ruby,Ruby,Ruby,Star,14,2024-05-30,no,micro
VirajBhai,6,Ruby,Purple,Blue,Square,18,2023-08-28,no,micro
Shiv VipulBhai,4,Green,Ruby,Pink,Hexagon,22,2025-01-26,yes,plain
AshishBhai,2,Purple,Blue,Blue,Oval,26,2024-01-20,yes,micro
Shiv VipulBhai,2,Pink,Ruby,Blue,Heart,18,2023-04-04,yes,plain
Aditi Ornaments,5,Purple,Blue,Green,Diamond,6,2023-11-16,yes,plain
VirajBhai,2,Blue,Pink,Purple,Heart,6,2024-11-15,yes,plain
MRP MukeshBhai,4,Green,White,White,Hexagon,18,2023-04-22,yes,plain
RakeshBhai,7,Pink,Ruby,Purple,Hexagon,10,2023-09-30,yes,plain
Shiv VipulBhai,6,Pink,Purple,Blue,Square,18,2024-04-16,yes,micro
MRP MukeshBhai,5,White,Green,Blue,Square,14,2023-05-24,no,micro
RakeshBhai,4,Green,White,Green,Heart,10,2023-07-10,no,micro
RakeshBhai,4,Green,Pink,Ruby,Club,6,2024-10-23,yes,plain
RakeshBhai,6,Green,White,Pink,Hexagon,6,2023-05-25,no,micro
RakeshBhai,4,Ruby,Green,White,Diamond,18,2024-09-21,no,micro
RakeshBhai,8,White,Blue,Pink,Flower,18,2024-04-13,yes,plain
AshishBhai,2,White,Green,Purple,Round,18,2024-04-03,no,plain
SanjayBhai,3,Green,Green,Ruby,Heart,10,2023-05-29,yes,micro
Shiv VipulBhai,1,White,Purple,Ruby,Marquise,18,2025-02-24,yes,micro
MRP MukeshBhai,6,Green,Purple,White,Star,10,2024-11-08,no,micro
VirajBhai,3,Pink,Green,White,Club,22,2023-10-31,yes,micro
Aditi Ornaments,5,Green,Purple,Green,Square,14,2024-01-08,yes,plain
VirajBhai,2,White,Blue,Green,Diamond,26,2024-04-17,yes,micro
MRP MukeshBhai,5,White,Blue,Ruby,Square,22,2023-06-18,yes,micro
Aditi Ornaments,6,Blue,Purple,Purple,Diamond,22,2024-05-02,yes,micro
RakeshBhai,8,Green,White,Green,Hexagon,2,2024-03-25,yes,plain
VirajBhai,1,Green,Green,Pink,Round,26,2024-02-08,no,plain
Shiv VipulBhai,5,Blue,White,Purple,Square,6,2023-12-27,yes,plain
RakeshBhai,3,Pink,Green,Purple,Diamond,18,2023-11-29,yes,plain
SanjayBhai,5,Green,Pink,White,Diamond,14,2025-02-08,yes,micro
Aditi Ornaments,6,Pink,Pink,Green,Hexagon,18,2025-02-06,yes,micro
VirajBhai,3,White,Blue,Purple,Hexagon,22,2023-12-18,yes,plain
Aditi Ornaments,4,Green,Purple,Pink,Hexagon,14,2023-03-15,yes,micro
AshishBhai,3,Pink,Pink,Blue,Oval,6,2024-03-13,no,plain
Shiv VipulBhai,6,Pink,White,Blue,Square,26,2025-02-17,yes,micro
RakeshBhai,3,Pink,Pink,Purple,Marquise,22,2024-01-22,yes,plain
VirajBhai,3,Blue,Blue,Blue,Heart,6,2025-01-18,yes,plain
SanjayBhai,5,Green,Ruby,Blue,Hexagon,26,2024-05-19,yes,plain
Shiv VipulBhai,2,Blue,Blue,Blue,Club,18,2023-12-12,no,plain
RakeshBhai,2,Pink,White,Green,Heart,6,2023-10-13,yes,micro
VirajBhai,2,Ruby,Pink,White,Marquise,26,2024-03-21,yes,plain
MRP MukeshBhai,3,Purple,White,Green,Marquise,10,2024-06-10,no,micro
Aditi Ornaments,5,Blue,Pink,Blue,Heart,6,2023-07-05,yes,micro
SanjayBhai,2,Green,Blue,Purple,Square,10,2024-12-19,yes,micro
MRP MukeshBhai,6,Green,White,Ruby,Hexagon,18,2023-07-04,yes,micro
VirajBhai,2,Green,Green,Ruby,Club,14,2023-11-23,yes,plain
VirajBhai,2,Green,White,White,Oval,14,2024-06-16,yes,micro
AshishBhai,4,Purple,Ruby,Purple,Diamond,18,2023-11-03,yes,plain
VirajBhai,5,Green,Pink,Blue,Flower,26,2024-02-05,yes,plain
AshishBhai,1,Purple,Green,Ruby,Oval,22,2024-09-01,yes,micro
MRP MukeshBhai,3,Ruby,Pink,Blue,Round,26,2023-08-05,yes,micro
Aditi Ornaments,5,White,Blue,Green,Hexagon,14,2023-11-24,yes,micro
AshishBhai,3,Green,Blue,Ruby,Diamond,26,2023-04-06,no,plain
AshishBhai,1,White,Pink,Pink,Round,18,2023-04-28,yes,micro
SanjayBhai,2,Pink,Ruby,Blue,Oval,22,2023-04-13,yes,plain
AshishBhai,1,Blue,Blue,White,Oval,6,2023-08-05,yes,plain
MRP MukeshBhai,5,Green,Blue,Ruby,Club,10,2023-04-23,yes,micro
AshishBhai,1,Green,Ruby,White,Oval,18,2024-12-16,yes,plain
Aditi Ornaments,1,Purple,White,Ruby,Oval,14,2024-09-23,yes,plain
VirajBhai,4,White,White,Ruby,Club,14,2024-05-30,yes,plain
